        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-26 06:11:00 ,          24.0   ,           1200.0   ,          11.0   ,               72.0   ,         41   ,                       1739   ,                      654   ,         1.037   ,               79.1   ,                  9282   ,
2024-07-26 06:11:01 ,         567.0   ,           1200.0   ,          11.0   ,               74.0   ,         93   ,                       1741   ,                      654   ,         0.887   ,               79.6   ,                  9274   ,
2024-07-26 06:11:02 ,         557.0   ,           1200.0   ,          11.0   ,               73.0   ,         46   ,                       1741   ,                      654   ,         0.968   ,               79.5   ,                  9275   ,
2024-07-26 06:11:03 ,         307.0   ,           1200.0   ,          11.0   ,               71.0   ,         23   ,                       1741   ,                      654   ,         0.962   ,               79.6   ,                  9266   ,
2024-07-26 06:11:04 ,         109.0   ,           1200.0   ,          11.0   ,               71.0   ,         22   ,                       1741   ,                      654   ,         0.993   ,               79.3   ,                  9276   ,
2024-07-26 06:11:05 ,         177.0   ,           1200.0   ,          11.0   ,               70.0   ,         39   ,                       1741   ,                      654   ,         0.906   ,               78.8   ,                  9271   ,
2024-07-26 06:11:06 ,         408.0   ,           1200.0   ,          11.0   ,               73.0   ,         76   ,                       1741   ,                      654   ,         0.787   ,               79.0   ,                  9292   ,
2024-07-26 06:11:07 ,         146.0   ,           1200.0   ,          11.0   ,               71.0   ,         30   ,                       1741   ,                      654   ,         0.993   ,               79.3   ,                  9299   ,
2024-07-26 06:11:08 ,          61.0   ,           1200.0   ,          11.0   ,               70.0   ,         29   ,                       1741   ,                      654   ,         1.018   ,               79.1   ,                  9299   ,
2024-07-26 06:11:09 ,         539.0   ,           1200.0   ,          11.0   ,               70.0   ,         29   ,                       1741   ,                      654   ,         0.906   ,               79.0   ,                  9293   ,
2024-07-26 06:11:10 ,         179.0   ,           1200.0   ,          11.0   ,               71.0   ,         30   ,                       1741   ,                      654   ,         0.987   ,               78.8   ,                  9305   ,
2024-07-26 06:11:11 ,          71.0   ,           1200.0   ,          11.0   ,               71.0   ,         30   ,                       1741   ,                      654   ,         0.987   ,               78.6   ,                  9318   ,
2024-07-26 06:11:12 ,          38.0   ,           1200.0   ,          11.0   ,               71.0   ,         29   ,                       1741   ,                      654   ,         0.993   ,               78.6   ,                  9348   ,
2024-07-26 06:11:13 ,         151.0   ,           1200.0   ,          11.0   ,               70.0   ,         29   ,                       1741   ,                      654   ,         1.000   ,               78.5   ,                  9399   ,
2024-07-26 06:11:14 ,         558.0   ,           1200.0   ,          11.0   ,               72.0   ,         62   ,                       1741   ,                      654   ,         0.931   ,               79.0   ,                  9427   ,
2024-07-26 06:11:15 ,         548.0   ,           1200.0   ,          11.0   ,               73.0   ,         87   ,                       1741   ,                      654   ,         0.787   ,               78.9   ,                  9455   ,
2024-07-26 06:11:16 ,         181.0   ,           1200.0   ,          11.0   ,               71.0   ,         41   ,                       1741   ,                      654   ,         0.981   ,               78.8   ,                  9494   ,
2024-07-26 06:11:17 ,          71.0   ,           1200.0   ,          11.0   ,               71.0   ,         40   ,                       1741   ,                      654   ,         1.006   ,               78.5   ,                  9525   ,
2024-07-26 06:11:18 ,          38.0   ,           1200.0   ,          11.0   ,               72.0   ,         40   ,                       1741   ,                      654   ,         1.037   ,               78.3   ,                  9551   ,
2024-07-26 06:11:19 ,          43.0   ,           1200.0   ,          11.0   ,               71.0   ,         41   ,                       1741   ,                      654   ,         0.925   ,               78.1   ,                  9585   ,
